ID,NAME,ADDRESS,CITY,STATE,Type of school,ZIP,TELEPHONE,COUNTY,COUNTYFIPS,COUNTRY,WEBSITE,ALIAS,TOTAL_ENROLLMENT
6415,OGLE SCHOOL HAIR SKIN NAILS-ARLINGTON,2200 WEST PARK ROW DRIVE,ARLINGTON,TX,COSMETOLOGY AND BARBER SCHOOLS,76013,(281) 494-0106,TARRANT,48439,USA,ogleschool.edu,OGLE SCHOOL,242
6416,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-MCALLEN,2400 DAFFODIL AVE.,MCALLEN,TX,OTHER TECHNICAL AND TRADE SCHOOLS,78501,(956) 631-1107,HIDALGO,48215,USA,www.stvt.edu,SOUTH TEXAS VO-TECH #70,447
6417,SOUTHWEST SCHOOL OF BUSINESS AND TECHNICAL CAREERS-SAN ANTONIO,229 SW MILITARY DRIVE,SAN ANTONIO,TX,BUSINESS AND SECRETARIAL SCHOOLS,78221,(830) 626-7007,BEXAR,48029,USA,www.sws.edu,NOT AVAILABLE,45
6418,STYLEMASTER COLLEGE OF HAIR DESIGN,1224 COMMERCE AVE.,LONGVIEW,WA,COSMETOLOGY AND BARBER SCHOOLS,98632,(360) 636-2720,COWLITZ,53015,USA,stylemasters.edu,NOT AVAILABLE,69
6419,CHARLESTON SCHOOL OF BEAUTY CULTURE,210 CAPITOL ST,CHARLESTON,WV,COSMETOLOGY AND BARBER SCHOOLS,25301,(304) 346-9603,KANAWHA,54039,USA,charlestonschoolofbeautyculture.com,NOT AVAILABLE,83
6420,SISTEMA UNIVERSITARIO ANA G MENDEZ,"UNIVERSIDAD METROPOLITANA, 1399 AVE. ANA G. MÉNDEZ",RIO PIEDRAS,PR,EDUCATIONAL SUPPORT SERVICES,928,(787) 751-0178,SAN JUAN,72127,PRI,www.suagm.edu,SUAGM,-999
6421,ICPR JUNIOR COLLEGE-ARECIBO,20 SAN PATRICIO,ARECIBO,PR,JUNIOR COLLEGES,614,(787) 878-6000,ARECIBO,72013,PRI,www.icprjc.edu,NOT AVAILABLE,281
6422,INSTITUTO DE EDUCACION TECNICA OCUPACIONAL LA REINE-MANATI,AVENIDA COLON A 8,MANATI,PR,OTHER TECHNICAL AND TRADE SCHOOLS,674,(787) 854-1119,MANATÍ,72091,PRI,www.lareine.edu,NOT AVAILABLE,176
6423,SEMINARIO EVANGELICO DE PUERTO RICO,776 PONCE DE LEON AVENUE,SAN JUAN,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",925,(787) 763-6700 EXT 246,SAN JUAN,72127,PRI,www.se-pr.edu/,NOT AVAILABLE,194
6424,CLINTON TECHNICAL SCHOOL,602 S. FIFTH ST.,CLINTON,MO,OTHER TECHNICAL AND TRADE SCHOOLS,64735,(660) 885-6101,HENRY,29083,USA,clintoncardinals.org,NOT AVAILABLE,17
6425,ITT TECHNICAL INSTITUTE-TROY,1522 E BIG BEAVER ROAD,TROY,MI,JUNIOR COLLEGES,48083,NOT AVAILABLE,OAKLAND,26125,USA,NOT AVAILABLE,NOT AVAILABLE,-999
6426,ROSS MEDICAL EDUCATION CENTER-BRIGHTON,8110 MURPHY DRIVE,BRIGHTON,MI,OTHER TECHNICAL AND TRADE SCHOOLS,48116,(810) 227-0160,LIVINGSTON,26093,USA,www.rosseducation.edu,NOT AVAILABLE,58
6427,ROSS MEDICAL EDUCATION CENTER-ANN ARBOR,4741 WASHTENAW AVE,ANN ARBOR,MI,OTHER TECHNICAL AND TRADE SCHOOLS,48108,(734) 434-7320,WASHTENAW,26161,USA,www.rosseducation.edu,NOT AVAILABLE,87
6428,TAYLORTOWN SCHOOL OF BEAUTY INC,23125 ECORSE RD,TAYLOR,MI,COSMETOLOGY AND BARBER SCHOOLS,48180,(313) 291-2177,WAYNE,26163,USA,www.dorsey.edu/dsb-taylor-info/,DORSEY SCHOOL OF BEAUTY,146
6429,PIKE-LINCOLN TECHNICAL CENTER,342 VO-TECH RD,EOLIA,MO,OTHER TECHNICAL AND TRADE SCHOOLS,63344,(573) 485-2900 EXT 421,PIKE,29163,USA,pltc.k12.mo.us,NOT AVAILABLE,21
6430,BETHEL SEMINARY-SAN DIEGO,6116 AROSA ST,SAN DIEGO,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",92115,(619) 325-5200,SAN DIEGO,6073,USA,https://www.bethel.edu,BETHEL UNIVERSITY/BETHEL SEMINARY SAN DIEGO,177
6431,NEW COLLEGE OF FLORIDA,5800 BAY SHORE ROAD,SARASOTA,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",34243,(941) 487-5000,SARASOTA,12115,USA,www.ncf.edu,NOT AVAILABLE,859
6432,SUNSTATE ACADEMY,2040 COLONIAL BLVD,FORT MYERS,FL,COSMETOLOGY AND BARBER SCHOOLS,33907,(239) 278-1311,LEE,12071,USA,www.sunstate.edu,SUNSTATE ACADEMY FM,374
6433,CENTER FOR INSTRUCTION TECHNOLOGY & INNOVATION (CITI),179 COUNTY  ROUTE 64,MEXICO,NY,OTHER TECHNICAL AND TRADE SCHOOLS,13114,(315) 963-4256,OSWEGO,36075,USA,www.oswegoboces.org/,CENTER FOR INSTRUCTION TECHNOLOGY & INNOVATION (CITI),57
6434,PALOMAR INSTITUTE OF COSMETOLOGY,355 VIA VERA CRUZ STE 3,SAN MARCOS,CA,COSMETOLOGY AND BARBER SCHOOLS,92078,(760) 744-7900 EXT 113,SAN DIEGO,6073,USA,pic.edu/,NOT AVAILABLE,114
6435,CAPITOL SCHOOL OF HAIRSTYLING AND ESTHETICS,10803 JOHN GALT BLVD.,OMAHA,NE,COSMETOLOGY AND BARBER SCHOOLS,68137,(402) 333-3329 EXT 214,DOUGLAS,31055,USA,www.capitollook.com,NOT AVAILABLE,124
6436,ROSS MEDICAL EDUCATION CENTER-ROOSEVELT PARK,"950 NORTON AVENUE, SUITE D",ROOSEVELT PARK,MI,OTHER TECHNICAL AND TRADE SCHOOLS,49441,(231) 739-1531,MUSKEGON,26121,USA,www.rosseducation.edu,NOT AVAILABLE,147
6437,ROSS MEDICAL EDUCATION CENTER-KENTWOOD,"4528 BRETON ROAD, SE",KENTWOOD,MI,OTHER TECHNICAL AND TRADE SCHOOLS,49508,(616) 698-3075,KENT,26081,USA,www.rosseducation.edu,NOT AVAILABLE,150
6438,MIAMI-JACOBS CAREER COLLEGE-COLUMBUS,150 E. GAY ST.,COLUMBUS,OH,JUNIOR COLLEGES,43215,(614) 221-7770,FRANKLIN,39049,USA,www.miamijacobs.edu,NOT AVAILABLE,48
6439,ITT TECHNICAL INSTITUTE-LAKE MARY,1400 SOUTH INTERNATIONAL PARKWAY,LAKE MARY,FL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",32746,NOT AVAILABLE,SEMINOLE,12117,USA,NOT AVAILABLE,NOT AVAILABLE,-999
6440,LE CORDON BLEU COLLEGE OF CULINARY ARTS-PORTLAND,"600 SW 10TH AVENUE, SUITE 500",PORTLAND,OR,JUNIOR COLLEGES,97205,(503) 223-2245,MULTNOMAH,41051,USA,www.chefs.edu/portland,LCB PORTLAND,-999
6441,COLEGIO MAYOR DE TECNOLOGIA INC,"151, MORSE STREET",ARROYO,PR,OTHER TECHNICAL AND TRADE SCHOOLS,714,(787) 839-5266 EXT 201,ARROYO,72015,PRI,www.cmtarroyo.com,NOT AVAILABLE,62
6442,INSTITUCION CHAVIANO DE MAYAGUEZ,CALLE RAMOS ANTONINI #116 ESTE,MAYAGUEZ,PR,OTHER TECHNICAL AND TRADE SCHOOLS,680,(787) 998-8139,MAYAGÜEZ,72097,PRI,www.mayaguezinstituteoftechnology.com,MAYAGUEZ INSTITUTE OF TECHNOLOGY,90
6443,LICEO DE ARTE-DISE-O Y COMERCIO,42-49 ACOSTA ST,CAGUAS,PR,FINE ARTS SCHOOLS,725,(787) 743-7447 EXT 29,CAGUAS,72025,PRI,www.liceocaguas.com,NOT AVAILABLE,197
6444,LA BELLE BEAUTY ACADEMY,7390 WEST FLAGLER STREET,MIAMI,FL,COSMETOLOGY AND BARBER SCHOOLS,33144,(305) 262-0088,MIAMI-DADE,12086,USA,www.Labellebeauty.net,NOT AVAILABLE,365
6445,ROBERT FIANCE BEAUTY SCHOOLS-NORTH PLAINFIELD,121 WATCHUNG AVE,NORTH PLAINFIELD,NJ,COSMETOLOGY AND BARBER SCHOOLS,7060,(732) 442-6007 EXT 10,SOMERSET,34035,USA,www.robertfiance.edu,NOT AVAILABLE,156
6446,LONG ISLAND BEAUTY SCHOOL-HAUPPAUGE,544 RTE 111,HAUPPAUGE,NY,COSMETOLOGY AND BARBER SCHOOLS,11788,(631) 724-0440,SUFFOLK,36103,USA,www.libs.edu,NOT AVAILABLE,198
6447,CENTRAL TEXAS BEAUTY COLLEGE-TEMPLE,2010 SOUTH 57TH STREET,TEMPLE,TX,COSMETOLOGY AND BARBER SCHOOLS,76504,(254) 773-9911,BELL,48027,USA,www.centraltexasbeautycollege.com,NOT AVAILABLE,143
6448,SEMINAR L'MOROS BAIS YAAKOV,4409 15TH AVE,BROOKLYN,NY,OTHER TECHNICAL AND TRADE SCHOOLS,11219,(718) 851-2900,KINGS,36047,USA,seminarlmorosbaisyaakov.com/,NOT AVAILABLE,405
6449,FAIRVIEW BEAUTY ACADEMY,22610 LORAIN RD,FAIRVIEW PARK,OH,COSMETOLOGY AND BARBER SCHOOLS,44126,(440) 734-5555 EXT 1,CUYAHOGA,39035,USA,www.fairviewacademy.com,NOT AVAILABLE,35
6450,MT SIERRA COLLEGE,"800 ROYAL OAKS DRIVE, SUITE 101",MONROVIA,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",91016,(626) 873-2100,LOS ANGELES,6037,USA,www.mtsierra.edu,NOT AVAILABLE,202
6451,DELTA COLLEGE INC,19231 N. 6TH STREET,COVINGTON,LA,OTHER TECHNICAL AND TRADE SCHOOLS,70433,(985) 892-6651,ST. TAMMANY,22103,USA,www.deltacollege.com,NOT AVAILABLE,203
6452,SOUTHWEST UNIVERSITY OF VISUAL ARTS-ALBUQUERQUE,5000 MARBLE NE,ALBUQUERQUE,NM,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",87110,(505) 254-7575,BERNALILLO,35001,USA,www.suva.edu,NOT AVAILABLE,70
6453,EMMA'S BEAUTY ACADEMY-JUANA DIAZ,101 CARR 592,JUANA DIAZ,PR,COSMETOLOGY AND BARBER SCHOOLS,795,(787) 837-0303 EXT 0,JUANA DÍAZ,72075,PRI,www.ebajuanadiaz.com,NOT AVAILABLE,408
6454,COLUMBIA CENTRAL UNIVERSITY-YAUCO,3 BETANCES ST,YAUCO,PR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",698,(787) 856-0845,YAUCO,72153,PRI,www.columbiacentral.edu,NOT AVAILABLE,345
6455,FRANKLIN TECHNOLOGY-MSSU,3950 E. NEWMAN ROAD,JOPLIN,MO,OTHER TECHNICAL AND TRADE SCHOOLS,64801,(417) 659-4400,JASPER,29097,USA,www.franklintechnologycenter.com,FRANKLIN TECHNOLOGY CENTER / FTC / FRANKLIN TECHNOLOGY CENTER AT MISSOURI SOUTHERN STATE UNIVERSITY / FRANKLIN TECHNOLOGY CENTER @ MSSU / FRANKLIN TECH / FTC@MSSU /,131
6456,EINE INC,"1501 MAIN ST, STE 50",TEWKSBURY,MA,COSMETOLOGY AND BARBER SCHOOLS,1876,(978) 851-4444,MIDDLESEX,25017,USA,electrologyinstitute.com,ELECTROLOGY INSTITUTE OF NEW ENGLAND |ESTHETICS INSTITUTE OF NEW ENGLAND,26
6457,MECH-TECH COLLEGE,NUM 39-40 B ST W INDUSTRIAL PK,CAGUAS,PR,JUNIOR COLLEGES,725,(787) 744-1060 EXT 1000,CAGUAS,72025,PRI,https://www.mechtech.edu,NOT AVAILABLE,2448
6458,BALDWIN BEAUTY SCHOOL-NORTH AUSTIN,"8440 BURNET RD., STE 140",AUSTIN,TX,COSMETOLOGY AND BARBER SCHOOLS,78757,(512) 458-4127,TRAVIS,48453,USA,baldwinbeautyschools.com,BALDWIN BEAUTY SCHOOLS,94
6459,PENNSYLVANIA HIGHLANDS COMMUNITY COLLEGE,101 COMMUNITY COLLEGE WAY,JOHNSTOWN,PA,JUNIOR COLLEGES,15904,(814) 262-6400,CAMBRIA,42021,USA,www.pennhighlands.edu,PENNSYLVANIA HIGHLANDS,2814
6460,PHILLIPS THEOLOGICAL SEMINARY,901 N MINGO RD,TULSA,OK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",74116,(918) 610-8303,TULSA,40143,USA,www.ptstulsa.edu/Home.aspx,NOT AVAILABLE,112
6461,CITY COLLEGE-ALTAMONTE SPRINGS,177 MONTGOMERY ROAD,ALTAMONTE SPRINGS,FL,JUNIOR COLLEGES,32714,(407) 831-9816,SEMINOLE,12117,USA,https://www.citycollege.edu,NOT AVAILABLE,189
6462,CENTRAL COLLEGE OF COSMETOLOGY,"690 MISSOURI AVENUE ,  SUITE #3",SAINT ROBERT,MO,COSMETOLOGY AND BARBER SCHOOLS,65584,(573) 336-3888,PULASKI,29169,USA,centralandsalemcolleges.com,NOT AVAILABLE,73
6463,DURHAM BEAUTY ACADEMY,4600 DURHAM CHAPEL HILL BLVD STE 31,DURHAM,NC,COSMETOLOGY AND BARBER SCHOOLS,27707,(919) 493-9557,DURHAM,37063,USA,www.durhambeautyacademy.edu,NOT AVAILABLE,141
6464,PRISM CAREER INSTITUTE-PHILADELPHIA,8040 ROOSEVELT BOULEVARD,PHILADELPHIA,PA,OTHER TECHNICAL AND TRADE SCHOOLS,19152,(215) 331-4600,PHILADELPHIA,42101,USA,PrismCareerInstitute.edu,NOT AVAILABLE,83
6465,CATTARAUGUS ALLEGANY BOCES-PRACTICAL NURSING PROGRAM,1825 WINDFALL RD,OLEAN,NY,OTHER TECHNICAL AND TRADE SCHOOLS,14760,(716) 376-8268,CATTARAUGUS,36009,USA,www.caboces.org,NOT AVAILABLE,68
6466,OHIO MEDIA SCHOOL-CINCINNATI,6703 MADISON ROAD,CINCINNATI,OH,OTHER TECHNICAL AND TRADE SCHOOLS,45227,(513) 271-6060,HAMILTON,39061,USA,www.beonair.com,NOT AVAILABLE,51
6467,MID-AMERICA TECHNOLOGY CENTER,27438 STATE HWY 59,WAYNE,OK,OTHER TECHNICAL AND TRADE SCHOOLS,73095,(405) 449-3391,MCCLAIN,40087,USA,www.matech.edu,NOT AVAILABLE,873
6468,NORTHEAST TECHNOLOGY CENTER-PRYOR,6195 W HWY 20,PRYOR,OK,OTHER TECHNICAL AND TRADE SCHOOLS,74361,(918) 825-7040,MAYES,40097,USA,www.netech.edu,NOT AVAILABLE,273
6469,EASTERN OKLAHOMA COUNTY TECHNOLOGY CENTER,4601 N CHOCTAW RD,CHOCTAW,OK,OTHER TECHNICAL AND TRADE SCHOOLS,73020,(405) 390-9591,OKLAHOMA,40109,USA,www.eoctech.edu,NOT AVAILABLE,508
6470,RIVERTOWN SCHOOL OF BEAUTY BARBER SKIN CARE AND NAILS,4747 E HAMILTON ROAD,COLUMBUS,GA,COSMETOLOGY AND BARBER SCHOOLS,31904,(706) 653-6561,MUSCOGEE,13215,USA,rivertownschoolofbeauty.com,NOT AVAILABLE,130
6471,CORTIVA INSTITUTE-SEATTLE,425 PONTIUS AVE N STE 100,SEATTLE,WA,OTHER TECHNICAL AND TRADE SCHOOLS,98109,(206) 204-3166,KING,53033,USA,www.cortiva.com/seattle,NOT AVAILABLE,113
6472,PUTNAM CAREER AND TECHNICAL CENTER,300 ROOSEVELT BOULEVARD,ELEANOR,WV,OTHER TECHNICAL AND TRADE SCHOOLS,25070,(304) 586-3494 EXT 4421,PUTNAM,54079,USA,www.pctc.edu/,PCTC,66
6473,AUTOMECA TECHNICAL COLLEGE-PONCE,CALLE VILLA NO.452,PONCE,PR,OTHER TECHNICAL AND TRADE SCHOOLS,731,(787) 840-7880,PONCE,72113,PRI,www.automeca.com,NOT AVAILABLE,230
6474,FLORIDA COLLEGE OF NATURAL HEALTH-MIAMI,7925 NW 12TH ST STE 201,MIAMI,FL,JUNIOR COLLEGES,33126,(305) 597-9599,MIAMI-DADE,12086,USA,www.steinered.com/,NOT AVAILABLE,138
6475,PRISM CAREER INSTITUTE-CHERRY HILL,"3 EXECUTIVE CAMPUS RT 70, SUITE 280",CHERRY HILL,NJ,OTHER TECHNICAL AND TRADE SCHOOLS,8002,(856) 317-0100,CAMDEN,34007,USA,prismcareerinstitute.edu,NOT AVAILABLE,69
6476,NORTHWEST VISTA COLLEGE,3535 N. ELLISON DRIVE,SAN ANTONIO,TX,JUNIOR COLLEGES,78251,(210) 486-4000,BEXAR,48029,USA,alamo.edu/nvc/,NOT AVAILABLE,16752
6477,NORTHEAST TECHNOLOGY CENTER-AFTON,19901 S HWY 69,AFTON,OK,OTHER TECHNICAL AND TRADE SCHOOLS,74331,(918) 257-8324,OTTAWA,40115,USA,www.netech.edu,NOT AVAILABLE,278
6478,TEXAS HEALTH AND SCIENCE UNIVERSITY,4005 MANCHACA RD,AUSTIN,TX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",78704,(512) 444-8082,TRAVIS,48453,USA,https://www.thsu.edu,THSU,111
6479,GENESEE VALLEY BOCES-PRACTICAL NURSING PROGRAM,ADULT EDUCATION OFFICE  8250 STATE ST RD,BATAVIA,NY,OTHER TECHNICAL AND TRADE SCHOOLS,14020,(585) 344-7720,GENESEE,36037,USA,www.gvboces.org,GENESEE VALLEY EDUCATIONAL PARTNERSHIP,86
6480,HAMILTON FULTON MONTGOMERY BOCES-PRACTICAL NURSING PROGRAM,2755 STATE HIGHWAY 67,JOHNSTOWN,NY,OTHER TECHNICAL AND TRADE SCHOOLS,12095,(518) 736-4305,MONTGOMERY,36057,USA,www.hfmboces.org,NOT AVAILABLE,-999
6481,ORANGE ULSTER BOCES-PRACTICAL NURSING PROGRAM,4 HARRIMAN DRIVE,GOSHEN,NY,OTHER TECHNICAL AND TRADE SCHOOLS,10924,(845) 591-6523 EXT 10633,ORANGE,36071,USA,www.ouboces.org,NOT AVAILABLE,84
6482,EASTERN SUFFOLK BOCES,100 SECOND AVENUE,BRENTWOOD,NY,OTHER TECHNICAL AND TRADE SCHOOLS,11717,(631) 233-4450,SUFFOLK,36103,USA,www.esboces.org,NOT AVAILABLE,261
6483,LENAPE TECHNICAL SCHOOL PRACTICAL NURSING PROGRAM,104 ARMSTRONG STREET,FORD CITY,PA,OTHER TECHNICAL AND TRADE SCHOOLS,16226,(724) 763-1311,ARMSTRONG,42005,USA,www.lenapepnp.net,LENAPE PRACTICAL NURSING PROGRAM,168
6484,UNITED TECHNICAL CENTER,251 MARIETTA STREET,CLARKSBURG,WV,OTHER TECHNICAL AND TRADE SCHOOLS,26301,(304) 326-7582,HARRISON,54033,USA,www.harcoboe.com/utc/faculty/practicalnursing.cfm,UTC,25
6485,CARSTEN INSTITUTE OF COSMETOLOGY,4415 E INDIAN SCHOOL ROAD,PHOENIX,AZ,COSMETOLOGY AND BARBER SCHOOLS,85018,(480) 491-0449,MARICOPA,4013,USA,carsten.edu,NOT AVAILABLE,-999
6486,TEXAS COLLEGE OF COSMETOLOGY-SAN ANGELO,3504 KNICKERBOCKER ROAD,SAN ANGELO,TX,COSMETOLOGY AND BARBER SCHOOLS,76904,(325) 659-2622,TOM GREEN,48451,USA,www.texascollegecosmetology.com,NOT AVAILABLE,63
6487,AUTOMECA TECHNICAL COLLEGE-CAGUAS,CALLE MUNOZ RIVERA NO.69,CAGUAS,PR,OTHER TECHNICAL AND TRADE SCHOOLS,725,(787) 746-3468,CAGUAS,72025,PRI,www.automeca.com,NOT AVAILABLE,190
6488,MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY,931 CONEY ISLAND AVENUE,"BROOKLYN,",NY,COMPUTER TRAINING,11230,(212) 349-9768,KINGS,36047,USA,www.manhattanschool.edu,NOT AVAILABLE,619
6489,MERKAZ BNOS-BUSINESS SCHOOL,2115 BENSON AVENUE,BROOKLYN,NY,BUSINESS AND SECRETARIAL SCHOOLS,11214,(718) 234-4000,KINGS,36047,USA,www.mbs-career.org,NOT AVAILABLE,73
6490,TECHNICAL EDUCATION CENTER-OSCEOLA,501 SIMPSON RD,KISSIMMEE,FL,OTHER TECHNICAL AND TRADE SCHOOLS,34744,(407) 344-5080,OSCEOLA,12097,USA,teco.osceolaschools.net,NOT AVAILABLE,806
6491,HENRICO COUNTY-SAINT MARYS HOSPITAL SCHOOL OF PRACTICAL NURSING,7850 CAROUSEL LANE,HENRICO,VA,OTHER TECHNICAL AND TRADE SCHOOLS,23294,(804) 527-4660 EXT 103,HENRICO,51087,USA,blogs.henrico.k12.va.us/adulteducation/licensed-practical-nursing/,NOT AVAILABLE,93
6492,INTERNATIONAL BEAUTY COLLEGE,1225 BELTLINE RD STE 7,GARLAND,TX,COSMETOLOGY AND BARBER SCHOOLS,75040,(972) 530-1103,DALLAS,48113,USA,www.ibc3.edu,INTERNATIONAL BEAUTY COLLEGE,64
6493,MASSACHUSETTS GENERAL HOSPITAL DIETETIC INTERNSHIP,FRUIT ST,BOSTON,MA,OTHER TECHNICAL AND TRADE SCHOOLS,2114,(617) 726-2589,SUFFOLK,25025,USA,www.massgeneral.org/dietetic/,NOT AVAILABLE,22
6494,NORTHEAST TECHNOLOGY CENTER-KANSAS,450 N HWY 59,KANSAS,OK,OTHER TECHNICAL AND TRADE SCHOOLS,74347,(918) 868-3535,DELAWARE,40041,USA,www.netech.edu,NOT AVAILABLE,194
6495,UNIVERSITY OF PHOENIX-WASHINGTON,7100 FORT DENT WAY,TUKWILA,WA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",98188,(866) 766-0766,KING,53033,USA,www.phoenix.edu,NOT AVAILABLE,162
6496,MONTY TECH,1050 WESTMINSTER ST,FITCHBURG,MA,OTHER TECHNICAL AND TRADE SCHOOLS,1420,(978) 345-9200 EXT 5108,WORCESTER,25027,USA,www.montytech.net,NOT AVAILABLE,40
6497,WAYNE COUNTY SCHOOLS CAREER CENTER,518 W PROSPECT ST,SMITHVILLE,OH,OTHER TECHNICAL AND TRADE SCHOOLS,44677,(330) 669-7070 EXT 1323,WAYNE,39169,USA,www.wayne-jvs.k12.oh.us,NOT AVAILABLE,192
6498,ITT TECHNICAL INSTITUTE-ARNOLD,1930 MEYER DRURY DR,ARNOLD,MO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",63010,NOT AVAILABLE,JEFFERSON,29099,USA,NOT AVAILABLE,NOT AVAILABLE,-999
6499,LOS ANGELES FILM SCHOOL,6363 SUNSET BLVD,HOLLYWOOD,CA,JUNIOR COLLEGES,90028,(877) 952-3456,LOS ANGELES,6037,USA,www.lafilm.edu,LA FILM SCHOOL,3653
6500,ARGOSY UNIVERSITY-ORANGE COUNTY,601 SOUTH LEWIS STREET,ORANGE,CA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",92868,(714) 620-3700,ORANGE,6059,USA,www.argosy.edu/locations/los-angeles-orange-county,NOT AVAILABLE,414
6501,DEWEY UNIVERSITY-BAYAMON,INDUSTRIAL PARK CORUJO 2446 RD #2,BAYAMON,PR,OTHER TECHNICAL AND TRADE SCHOOLS,959,(787) 778-1200,BAYAMÓN,72021,PRI,dewey.edu,NOT AVAILABLE,73
6502,NATIONAL AMERICAN UNIVERSITY-BLOOMINGTON,"7801 METRO PARKWAY, SUITE 200",BLOOMINGTON,MN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",55425,(952) 356-3600,HENNEPIN,27053,USA,www.national.edu/locations/campuses/bloomington/,NOT AVAILABLE,68
6503,CENTURY COLLEGE,1316 PONCE DE LEON AVENUE,SAN JUAN,PR,OTHER TECHNICAL AND TRADE SCHOOLS,907,(787) 724-3017,SAN JUAN,72127,PRI,www.centurycollege.edu,NOT AVAILABLE,281
6504,FINE MORTUARY COLLEGE,150 KERRY PLACE,NORWOOD,MA,JUNIOR COLLEGES,2062,(781) 762-1211 EXT 22,NORFOLK,25021,USA,www.FMC.EDU,NOT AVAILABLE,99
6505,INTERNATIONAL BAPTIST COLLEGE AND SEMINARY,2211 W GERMANN ROAD,CHANDLER,AZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",85286,(480) 245-7903,MARICOPA,4013,USA,www.ibcs.edu/ibc/,NOT AVAILABLE,81
6506,GWINNETT COLLEGE,"3200 SPRING FOREST ROAD, SUITE 214",RALEIGH,NC,FINE ARTS SCHOOLS,27616,(919) 872-6386,WAKE,37183,USA,www.gwinnettcollege.edu,GWINNETT COLLEGE - RALEIGH CAMPPUS,160
6507,MEDICAL TRAINING COLLEGE,10525 PLAZA AMERICANA DRIVE,BATON ROUGE,LA,OTHER TECHNICAL AND TRADE SCHOOLS,70816,(225) 926-5820,EAST BATON ROUGE,22033,USA,www.mtcbr.com,NOT AVAILABLE,215
6508,ITT TECHNICAL INSTITUTE-RICHMOND,300 GATEWAY CENTRE PKY,RICHMOND,VA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",23235,NOT AVAILABLE,CHESTERFIELD,51041,USA,NOT AVAILABLE,NOT AVAILABLE,-999
6509,INTERNATIONAL YACHT RESTORATION SCHOOL,449 THAMES ST,NEWPORT,RI,OTHER TECHNICAL AND TRADE SCHOOLS,2840,(401) 848-5777,NEWPORT,44005,USA,www.iyrs.edu,IYRS,94
6510,LINFIELD COLLEGE-SCHOOL OF NURSING,2255 NW NORTHRUP ST,PORTLAND,OR,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",97210,(503) 413-8481,MULTNOMAH,41051,USA,www.linfield.edu/portland.html,LINFIELD-GOOD SAMARITAN SCHOOL OF NURSING|LINFIELD NURSING|LINFELD COLLEGE NURSING|LYNFIELD NURSING|LYNNFIELD NURSING|LINFEILD NURSING|LINFIELD COLLEGE NURSING|GOOD SAMARITAN NURSING|LINFIELD SCHOOL OF NURSING|LYNFIELD SCHOOL OF NURSING|LYNNFIELD SCHOOL OF NURSING|LINFEILD SCHOOL OF NURSING|PORTLAND CAMPUS|GOOD SAM NURSING|LINFIELD|LC|LINDFIELD|LYNFIELD|LINNFIELD|LYNNFIELD|LINFELD|LINDFIELD COLLEGE|LYNFIELD COLLEGE|LINNFIELD COLLEGE|LYNNFIELD COLLEGE|LINFELD COLLEGE|LINFIELD UNIVERSITY|LINDFIELD UNIVERSITY|LYNFIELD UNIVERSITY|LYNNFIELD UNIVERSITY|LINFELD UNIVERSITY|LINFEILD|LINFEILD COLLEGE|LINFEILD UNIVERSITY|WILDCATS|LINFIELD COLLEGE PORTLAND |PORTLAND SCHOOL OF NURSING,344
